league,season,date,home_team_raw,away_team_raw,home_goals,away_goals,result,home_team_id,away_team_id,prob_home_proportional,prob_draw_proportional,prob_away_proportional,prob_home_shin,prob_draw_shin,prob_away_shin,shin_z,prob_over25_proportional,prob_under25_proportional,prob_over25_shin,prob_under25_shin
SP1,2627,2026-08-15,Alaves,Getafe,3,0,H,,,0.4048767331916109,0.3345258114668274,0.2605974553415617,0.408053436318661,0.3345674260598241,0.25737913762151504,0.030053225811570883,0.3047404063205418,0.6952595936794582,0.2919672919361138,0.7080327080638863
SP1,2627,2026-08-15,Sevilla,Vallecano,2,1,H,,,0.412396394095511,0.2979141143465994,0.28968949155788964,0.4158449975672747,0.29636767944708786,0.2877873229856374,0.029469621600583196,0.41818181818181815,0.5818181818181818,0.41265527950491426,0.5873447204950857
SP1,2627,2026-08-16,Santander,Villarreal,2,2,D,,,0.29843204749648666,0.2677361797539909,0.4338317727495223,0.2966890295005331,0.2644874595788274,0.43882351092063937,0.033631346421316266,0.528,0.47200000000000003,0.5299606231770552,0.4700393768229449
SP1,2627,2026-08-16,Espanol,Levante,3,0,H,,,0.45586564922739153,0.288948688433362,0.25518566233924633,0.46175047883645864,0.2868047712479115,0.2514447499156299,0.03251226420979947,0.42931937172774864,0.5706806282722513,0.42447974937128813,0.5755202506287118
SP1,2627,2026-08-17,La Coruna,Elche,1,1,D,,,0.4045781819224922,0.3104902326381917,0.2849315854393161,0.4082625994796898,0.3093030446143848,0.2824343559059255,0.035034237429499626,0.4119170984455959,0.5880829015544041,0.40579890837883326,0.5942010916211667
SP1,2627,2026-08-19,Ath Madrid,Malaga,2,0,H,,,0.727666793587473,0.1795003475642723,0.09283285884825467,0.744395401364767,0.17274400104652873,0.08286059758870432,0.029532494256272912,0.5464190981432361,0.4535809018567639,0.5496792142164117,0.45032078578358825
SP1,2627,2026-08-20,Vallecano,Alaves,1,1,D,,,0.4202842413375875,0.31345613986047494,0.26625961880193755,0.4245891731643788,0.3124599155372653,0.26295091129835585,0.033531972207129,0.35539215686274506,0.6446078431372548,0.3452864822399951,0.6547135177600049
SP1,2627,2026-08-21,Betis,Sociedad,1,0,H,,,0.4601665894372804,0.2687582644861609,0.2710751460765588,0.4658132836446078,0.2658840972556725,0.2683026190997197,0.03009867644868791,0.5226666666666666,0.47733333333333333,0.5242275681207372,0.4757724318792627
SP1,2627,2026-08-22,Ath Bilbao,Sevilla,1,3,A,,,0.5528184575521101,0.2639863420894908,0.18319520035839906,0.5632399275361831,0.26062888627473924,0.17613118618907767,0.032309304689988494,0.42558746736292424,0.5744125326370757,0.4205242610075823,0.5794757389924177
SP1,2627,2026-08-22,Valencia,Celta,0,0,D,,,0.40481476258587,0.29383750679908943,0.3013477306150406,0.408000748885454,0.29207843496524455,0.2999208161493015,0.030122326454147696,0.42558746736292424,0.5744125326370757,0.4205242610075823,0.5794757389924177
